Alternate URL,Article Abstract,Author Biography,Banner,Biographical Categories,Body,Byline,Column Name,Column Number,Correction Date,Correction Text,Credit,Dateline,Day Of Week,Descriptors,Feature Page,General Online Descriptors,Guid,Headline,Kicker,Lead Paragraph,Locations,Names,News Desk,Normalized Byline,Online Descriptors,Online Headline,Online Lead Paragraph,Online Locations,Online Organizations,Online People,Online Section,Online Titles,Organizations,Page,People,Publication Date,Publication Day Of Month,Publication Month,Publication Year,Section,Series Name,Slug,Taxonomic Classifiers,Titles,Types Of Material,Url,Word Count,Filename,Sentiment and score,Sentiment,Score
,,,,,"LEAD: Starting out on the last lap of his long political journey, President Reagan was the reluctant recipient of two contradictory suggestions from some of his colleagues: (1) Rely on your brakes and not on your horn; and (2) Damn the tormentors, full speed ahead. Starting out on the last lap of his long political journey, President Reagan was the reluctant recipient of two contradictory suggestions from some of his colleagues: (1) Rely on your brakes and not on your horn; and (2) Damn the tormentors, full",James Reston,,1,,,The New York Times,WASHINGTON,Wednesday,UNITED STATES POLITICS AND GOVERNMENT,,,1574,Fasten Your Seat Belts,WASHINGTON,"LEAD: Starting out on the last lap of his long political journey, President Reagan was the reluctant recipient of two contradictory suggestions from some of his colleagues: (1) Rely on your brakes and not on your horn; and (2) Damn the tormentors, full speed ahead.",IRAN,,Editorial Desk,"RESTON, JAMES",,,,,,,Opinion,,,23,JAMES RESTON|RONALD WILSON REAGAN,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4D81131F934A35752C0A961948260,727,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001574.xml,"('NEGATIVE', 0.8720733523368835)",NEGATIVE,0.8720733523368835
,,,,,"LEAD: Rarely does a crime carry such political portent as what has become known as the Howard Beach incident - the beating and chase-to-the-death of a black man and the beating of his two companions by white youths from this Queens neighborhood. Coming as it did just when the Iran-contra scandal had given a fillip to Democratic hopes of recapturing the White House, Howard Beach reminds us of the split in the historic base of the Democratic Party that Rarely does a crime carry such political portent as what ",Jack Beatty: Jack Beatty is a senior editor at the Atlantic.,,1,,,The New York Times,BOSTON,Wednesday,ASSAULTS|BLACKS (IN US)|RACIAL RELATIONS|UNITED STATES POLITICS AND GOVERNMENT,,,1575,Howard Beach Portents,,"LEAD: Rarely does a crime carry such political portent as what has become known as the Howard Beach incident - the beating and chase-to-the-death of a black man and the beating of his two companions by white youths from this Queens neighborhood. Coming as it did just when the Iran-contra scandal had given a fillip to Democratic hopes of recapturing the White House, Howard Beach reminds us of the split in the historic base of the Democratic Party that",,,Editorial Desk,"BEATTY, JACK",,,,,,,Opinion,,DEMOCRATIC PARTY,23,JACK BEATTY,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3D81131F934A35752C0A961948260,758,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001575.xml,"('POSITIVE', 0.9756040573120117)",POSITIVE,0.9756040573120117
,,,,,"LEAD: To the Editor: To the Editor: Your fine recap of the Iran-Nicaragua affair (Week in Review, Dec. 14) listed among laws possibly violated by secret financing of the contras the Boland Amendment, which prohibited military aid to the contras by Federal agencies between October 1984 and October 1986, and the Arms Export Control Act, barring military aid to any country supporting terrorism. It would also appear to violate the Neutrality Act, which makes it a criminal offense to aid or participate in milita",,,6,,,The New York Times,,Wednesday,ARMS SALES ABROAD,,,1576,Iran-Contra Affair And Neutrality Act,,LEAD: To the Editor:,IRAN|NICARAGUA,,Editorial Desk,,,,,,,,Opinion,,,22,REED K BRODY,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1D81131F934A35752C0A961948260,282,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001576.xml,"('NEGATIVE', 0.9945652484893799)",NEGATIVE,0.9945652484893799
,,,,,"LEAD: If the Tandy Corporation could get enough parts, work would never stop at its new plant here that assembles the company's new, low-price copy of International Business Machines' XT personal computer. As it is, the plant is busy churning out Tandy's surprisingly successful 1000 SX model 16 hours a day, five days a week. If the Tandy Corporation could get enough parts, work would never stop at its new plant here that assembles the company's new, low-price copy of International Business Machines' XT pers","THOMAS C. HAYES, Special to the New York Times",,4,,,The New York Times,"FORT WORTH, Jan. 6",Wednesday,DATA PROCESSING|PERSONAL COMPUTERS|PRICES,,,1577,A NEW COMPUTER GIVES TANDY A LIFT,,"LEAD: If the Tandy Corporation could get enough parts, work would never stop at its new plant here that assembles the company's new, low-price copy of International Business Machines' XT personal computer. As it is, the plant is busy churning out Tandy's surprisingly successful 1000 SX model 16 hours a day, five days a week.",,,Financial Desk,"HAYES, THOMAS C",,,,,,,Technology; Business,,TANDY CORP|INTERNATIONAL BUSINESS MACHINES CORP (IBM),1,THOMAS C HAYES|JOHN V ROACH,19870107T000000,7,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFD61131F934A35752C0A961948260,1558,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001577.xml,"('NEGATIVE', 0.9935883283615112)",NEGATIVE,0.9935883283615112
,,,,,"LEAD: African officials and the World Bank, in an effort to reverse a 25-year trend that has seen Africa go from being a net exporter to a net importer of agricultural products, are pinning their hopes for future economic development on agricultural research. African officials and the World Bank, in an effort to reverse a 25-year trend that has seen Africa go from being a net exporter to a net importer of agricultural products, are pinning their hopes for future economic development on agricultural research","SHEILA RULE, Special to the New York Times",,1,,,The New York Times,"NAIROBI, Kenya, Jan. 6",Wednesday,AGRICULTURE|INTERNATIONAL TRADE AND WORLD MARKET|RESEARCH|ECONOMIC CONDITIONS AND TRENDS,,,1578,AFRICANS PIN HOPES ON AGRICULTURE RESEARCH,,"LEAD: African officials and the World Bank, in an effort to reverse a 25-year trend that has seen Africa go from being a net exporter to a net importer of agricultural products, are pinning their hopes for future economic development on agricultural research.",AFRICA,,Foreign Desk,"RULE, SHEILA",,,,,,,World,,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT (IBRD),6,SHEILA RULE,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2DF1E31F934A35752C0A961948260,642,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001578.xml,"('NEGATIVE', 0.9934294819831848)",NEGATIVE,0.9934294819831848
,,,,,"LEAD: From the looks of the mostly female workers assembling and testing Tandy's new 1000 SX personal computer along a pair of 400-foot production lines, this plant could be situated in Malaysia or the Philippines, rather than five miles north of Tandy's headquarters here. From the looks of the mostly female workers assembling and testing Tandy's new 1000 SX personal computer along a pair of 400-foot production lines, this plant could be situated in Malaysia or the Philippines, rather than five miles north ",Special to the New York Times,,4,,,The New York Times,"FORT WORTH, Jan. 6",Wednesday,DATA PROCESSING|WOMEN|LABOR|IMMIGRATION AND EMIGRATION|PERSONAL COMPUTERS,,,1579,A Work Force Of Immigrants,COMPANY NEWS,"LEAD: From the looks of the mostly female workers assembling and testing Tandy's new 1000 SX personal computer along a pair of 400-foot production lines, this plant could be situated in Malaysia or the Philippines, rather than five miles north of Tandy's headquarters here.",FORT WORTH (TEX),,Financial Desk,,,,,,,,Technology; Business,,,4,,19870107T000000,7,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFDF1E31F934A35752C0A961948260,207,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001579.xml,"('NEGATIVE', 0.9982547760009766)",NEGATIVE,0.9982547760009766
,,,,,"LEAD: A Soviet commission has been formed to review the works of Boris Pasternak, the Soviet press agency Tass reported today. Later, the Moscow radio made the first recent public reference to the late author as a winner of the Nobel Prize for Literature. A Soviet commission has been formed to review the works of Boris Pasternak, the Soviet press agency Tass reported today. Later, the Moscow radio made the first recent public reference to the late author as a winner of the Nobel Prize for Literature. Tass g",AP,,1,,,The New York Times,"MOSCOW, Jan. 6",Wednesday,BOOKS AND LITERATURE,,,1580,SOVIET TO REVIEW PASTERNAK WORKS,,"LEAD: A Soviet commission has been formed to review the works of Boris Pasternak, the Soviet press agency Tass reported today. Later, the Moscow radio made the first recent public reference to the late author as a winner of the Nobel Prize for Literature.",UNION OF SOVIET SOCIALIST REPUBLICS,,Cultural Desk,,,,,,,,Arts; Books,,TASS (SOVIET PRESS AGENCY),24,BORIS PASTERNAK,19870107T000000,7,1,1987,C,,,,NOBEL PRIZES|DOCTOR ZHIVAGO (BOOK),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6DE1E31F934A35752C0A961948260,378,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001580.xml,"('POSITIVE', 0.885211169719696)",POSITIVE,0.885211169719696
,,,,,"LEAD: Long after people forget how many points the Giants scored Sunday against the San Francisco 49ers (49), or how many touchdown passes Phil Simms threw (4), or how many yards Joe Morris gained rushing (159), or how many Giants coaches were soaked with Gatorade (2), they may remember the Giants' intensity. Long after people forget how many points the Giants scored Sunday against the San Francisco 49ers (49), or how many touchdown passes Phil Simms threw (4), or how many yards Joe Morris gained rushing (1","FRANK LITSKY, Special to the New York Times",,1,,,The New York Times,"EAST RUTHERFORD, N.J., Jan. 6",Wednesday,FOOTBALL|PLAYOFF GAMES,,,1581,INTENSITY STILL AT PEAK FOR REDSKIN GAME,GIANTS NOTEBOOK,"LEAD: Long after people forget how many points the Giants scored Sunday against the San Francisco 49ers (49), or how many touchdown passes Phil Simms threw (4), or how many yards Joe Morris gained rushing (159), or how many Giants coaches were soaked with Gatorade (2), they may remember the Giants' intensity.",,,Sports Desk,"LITSKY, FRANK",,,,,,,Sports,,NEW YORK GIANTS|WASHINGTON REDSKINS,9,FRANK LITSKY,19870107T000000,7,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE5DE1E31F934A35752C0A961948260,712,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001581.xml,"('NEGATIVE', 0.9619988799095154)",NEGATIVE,0.9619988799095154
,,,,,"LEAD: The West German mark soared and the French franc dropped as traders bought marks in expectation of a revaluation within the European Monetary System. The West German mark soared and the French franc dropped as traders bought marks in expectation of a revaluation within the European Monetary System. The dollar fell on almost all markets, and gold prices were mixed. The Republic National Bank in New York quoted bullion at $399.25 an ounce at 4 P.M., down $2.75 from late Monday's bid. Speculation about a",The Associated Press,,1,,,The New York Times,,Wednesday,CURRENCY|EUROPEAN MONETARY SYSTEM (EMS)|INTERNATIONAL MONETARY SYSTEM|GOLD|PRICES,,,1582,"Mark Up, Franc Down On Revaluation Outlook",CURRENCY MARKETS,LEAD: The West German mark soared and the French franc dropped as traders bought marks in expectation of a revaluation within the European Monetary System.,WEST GERMANY|FRANCE,,Financial Desk,,,,,,,,Business,,,17,,19870107T000000,7,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3DC1E31F934A35752C0A961948260,570,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001582.xml,"('NEGATIVE', 0.9957802295684814)",NEGATIVE,0.9957802295684814
,,,,,"LEAD: Critics have been quick to tag President Reagan's 1988 budget as ''the first trillion-dollar budget in history.'' It isn't. Spending in 1987 will surpass a trillion by $16 billion, according to the Budget Message. It will go up $8 billion more next year. How did the fiscal 1987 budget sneak over the line unnoticed? Critics have been quick to tag President Reagan's 1988 budget as ''the first trillion-dollar budget in history.'' It isn't. Spending in 1987 will surpass a trillion by $16 billion, accordin",,,2,,,The New York Times,,Wednesday,FINANCES|BUDGETS AND BUDGETING|EDITORIALS,,,1583,Topics: Budget Trills; The Second Trillion,,"LEAD: Critics have been quick to tag President Reagan's 1988 budget as ''the first trillion-dollar budget in history.'' It isn't. Spending in 1987 will surpass a trillion by $16 billion, according to the Budget Message. It will go up $8 billion more next year. How did the fiscal 1987 budget sneak over the line unnoticed?",UNITED STATES,,Editorial Desk,,,,,,,,Opinion,,,22,,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2D71E31F934A35752C0A961948260,170,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001583.xml,"('NEGATIVE', 0.9943636059761047)",NEGATIVE,0.9943636059761047
,,,,,"LEAD: The Air Force is cutting back units of fighter planes that would be employed in non-nuclear conflicts because nuclear weapons are consuming an ever-increasing share of its budget, Air Force officials said today. The Air Force is cutting back units of fighter planes that would be employed in non-nuclear conflicts because nuclear weapons are consuming an ever-increasing share of its budget, Air Force officials said today. Since many members of Congress, especially Democrats, have already criticized the ","RICHARD HALLORAN, Special to the New York Times",,1,,,The New York Times,"WASHINGTON, Jan. 6",Wednesday,AIRLINES AND AIRPLANES|ATOMIC WEAPONS|MILITARY AIRCRAFT|UNITED STATES ARMAMENT AND DEFENSE|AIR FORCES|BUDGETS AND BUDGETING|FIGHTER AIRCRAFT,,,1584,AIR FORCE IS CUTTING FIGHTER UNITS IN NUCLEAR SHIFT,,"LEAD: The Air Force is cutting back units of fighter planes that would be employed in non-nuclear conflicts because nuclear weapons are consuming an ever-increasing share of its budget, Air Force officials said today.",,,National Desk,"HALLORAN, RICHARD",,,,,,,U.S.,,,24,RICHARD HALLORAN,19870107T000000,7,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2D61E31F934A35752C0A961948260,655,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001584.xml,"('NEGATIVE', 0.9902369976043701)",NEGATIVE,0.9902369976043701
,,,,,"LEAD: Almost seven months have passed since Len Bias died of cocaine intoxication, but the case continues to shadow the lives of nearly everyone involved. Almost seven months have passed since Len Bias died of cocaine intoxication, but the case continues to shadow the lives of nearly everyone involved. Lefty Driesell and Dick Dull, Maryland's basketball coach and athletic director, were forced to resign and now hold less-visible jobs at the university. Terry Long and David Gregg, teammmates of Bias who were",,,1,,,The New York Times,,Wednesday,"BASKETBALL|COCAINE|DRUG ADDICTION AND ABUSE|COLLEGE ATHLETICS|COACHES AND MANAGERS|SUSPENSIONS, DISMISSALS AND RESIGNATIONS|ELECTIONS|ELECTION ISSUES|BLACKS (IN US)",,,1585,A Tragedy's Long Shadow,SCOUTING,"LEAD: Almost seven months have passed since Len Bias died of cocaine intoxication, but the case continues to shadow the lives of nearly everyone involved.",PRINCE GEORGES COUNTY (MD),,Sports Desk,,,,,,,,Sports,,"MARYLAND, UNIVERSITY OF",10,LEN BIAS|LEFTY DRIESELL|ALEX WILLIAMS,19870107T000000,7,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFD61E31F934A35752C0A961948260,478,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001585.xml,"('NEGATIVE', 0.996742844581604)",NEGATIVE,0.996742844581604
,,,,,"LEAD: Among the sayings that have surfaced during the last 15 years - right up there with the wistful ''When I get my act together'' - is the boastful ''I'm going to take charge of my life.'' Judging by a report from the Department of Health and Human Services, millions of Americans have done just that. Among the sayings that have surfaced during the last 15 years - right up there with the wistful ''When I get my act together'' - is the boastful ''I'm going to take charge of my life.'' Judging by a report f",,,1,,,The New York Times,,Wednesday,HEART|EDITORIALS|LIQUOR|DIET AND NUTRITION,,,1586,"Less Booze, More Food",,"LEAD: Among the sayings that have surfaced during the last 15 years - right up there with the wistful ''When I get my act together'' - is the boastful ''I'm going to take charge of my life.'' Judging by a report from the Department of Health and Human Services, millions of Americans have done just that.",,,Editorial Desk,,,,,,,,Health; Opinion,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",22,,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEED61E31F934A35752C0A961948260,254,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001586.xml,"('POSITIVE', 0.9341853260993958)",POSITIVE,0.9341853260993958
,,,,,"LEAD: Helenka Adamowska Pantaleoni, who served for more than 25 years as president of the United States Committee for Unicef, the United Nations International Children's Emergency Fund, died of cardiac arrest Monday at New York Hospital. She was 86 years old and lived in Manhattan. Helenka Adamowska Pantaleoni, who served for more than 25 years as president of the United States Committee for Unicef, the United Nations International Children's Emergency Fund, died of cardiac arrest Monday at New York Hospita",,,4,,,The New York Times,,Wednesday,DEATHS,,,1587,HELENKA A. PANTALEONI,,"LEAD: Helenka Adamowska Pantaleoni, who served for more than 25 years as president of the United States Committee for Unicef, the United Nations International Children's Emergency Fund, died of cardiac arrest Monday at New York Hospital. She was 86 years old and lived in Manhattan.",,,Obituary,,,,,,,,Obituaries,,,20,HELENKA A PANTALEONI,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3DE1F31F934A35752C0A961948260,172,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001587.xml,"('NEGATIVE', 0.9820497035980225)",NEGATIVE,0.9820497035980225
,,,,,"LEAD: Even when they do well under the Reagan Administration, poor people do badly. The new tax law confers something precious on them, removing six million of the poorest Americans from the tax rolls altogether. Now the proposed budget would take something else away. Even when they do well under the Reagan Administration, poor people do badly. The new tax law confers something precious on them, removing six million of the poorest Americans from the tax rolls altogether. Now the proposed budget would take s",,,1,,,The New York Times,,Wednesday,FINANCES|BUDGETS AND BUDGETING|EDITORIALS|WELFARE (US),,,1588,"The Poverty Budget, More or Less",,"LEAD: Even when they do well under the Reagan Administration, poor people do badly. The new tax law confers something precious on them, removing six million of the poorest Americans from the tax rolls altogether. Now the proposed budget would take something else away.",UNITED STATES,,Editorial Desk,,,,,,,,Opinion,,,22,RONALD WILSON REAGAN,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7DD1F31F934A35752C0A961948260,465,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001588.xml,"('NEGATIVE', 0.9871101975440979)",NEGATIVE,0.9871101975440979
,,,,,"LEAD: The question of who owns a valuable Jewish library of more than 40,000 books and manuscripts was decided yesterday when a Federal District judge in Brooklyn rejected the claims of a grandson of a Hasidic rabbi and awarded the library instead to the Lubavitch community that the rabbi once headed. The question of who owns a valuable Jewish library of more than 40,000 books and manuscripts was decided yesterday when a Federal District judge in Brooklyn rejected the claims of a grandson of a Hasidic rabbi",ARI L. GOLDMAN,,1,,,The New York Times,,Wednesday,BOOKS AND LITERATURE|DECISIONS AND VERDICTS|SUITS AND LITIGATION|HASIDISM|RARE BOOKS|JEWS,,,1589,JUDGE AWARDS RABBI'S LIBRARY TO HASIDIC UNIT,,"LEAD: The question of who owns a valuable Jewish library of more than 40,000 books and manuscripts was decided yesterday when a Federal District judge in Brooklyn rejected the claims of a grandson of a Hasidic rabbi and awarded the library instead to the Lubavitch community that the rabbi once headed.",NEW YORK CITY,,Metropolitan Desk,"GOLDMAN, ARI L",,,,,,,Books; New York and Region,,LUBAVITCH SECT,3,ARI L GOLDMAN|JOSEPH I SCHNEERSON|BARRY S GOURARY|CHARLES P SIFTON,19870107T000000,7,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFDD1F31F934A35752C0A961948260,681,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001589.xml,"('NEGATIVE', 0.9916347861289978)",NEGATIVE,0.9916347861289978
,,,,,"LEAD: John Cardinal O'Connor said today that he had not heard any criticism from the Vatican over his meeting with Israeli leaders in Jerusalem. John Cardinal O'Connor said today that he had not heard any criticism from the Vatican over his meeting with Israeli leaders in Jerusalem. The Cardinal arrived here Tuesday night after a nine-day trip to Israel and Jordan, and at a news conference this afternoon he said he had been warmly received during his initial encounters with senior Vatican officials today. '","ROBERTO SURO, Special to the New York Times",,1,,,The New York Times,"ROME, Jan. 6",Wednesday,,,,1590,"ROME NOT UPSET, O'CONNER ASSERTS",,LEAD: John Cardinal O'Connor said today that he had not heard any criticism from the Vatican over his meeting with Israeli leaders in Jerusalem.,"MIDDLE EAST|ISRAEL, STATE OF",,Foreign Desk,"SURO, ROBERTO",,,,,,,World,,ROMAN CATHOLIC CHURCH,3,ROBERTO SURO|JOHN O'CONNOR,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DC1F31F934A35752C0A961948260,656,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001590.xml,"('POSITIVE', 0.9959897398948669)",POSITIVE,0.9959897398948669
,,,,,"LEAD: Of all the basketball teams that lost players to Proposition 48 this winter, the University of Cincinnati's was perhaps the hardest hit. The Bearcats, without six freshmen who failed to meet the National Collegiate Athletic Association's new eligibility requirements, have been picked for last place in the Metro Conference, and they opened their league schedule at home Monday night with a 22-point loss to Southern Of all the basketball teams that lost players to Proposition 48 this winter, the Universi",,,3,,,The New York Times,,Wednesday,BASKETBALL|COLLEGE ATHLETICS,,,1591,All-Ineligible,SCOUTING,"LEAD: Of all the basketball teams that lost players to Proposition 48 this winter, the University of Cincinnati's was perhaps the hardest hit. The Bearcats, without six freshmen who failed to meet the National Collegiate Athletic Association's new eligibility requirements, have been picked for last place in the Metro Conference, and they opened their league schedule at home Monday night with a 22-point loss to Southern",,,Sports Desk,,,,,,,,Sports,,"CINCINNATI, UNIVERSITY OF",10,,19870107T000000,7,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0DC1F31F934A35752C0A961948260,217,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001591.xml,"('NEGATIVE', 0.8775728344917297)",NEGATIVE,0.8775728344917297
,,,,,"LEAD: The Government of Prime Minister Brian Mulroney is expected to announce decisions soon on how it intends to deal with Nazi war criminals in Canada. The issue has generated bitter feelings between the country's Jewish population and some Eastern European groups, particularly Ukrainians. The Government of Prime Minister Brian Mulroney is expected to announce decisions soon on how it intends to deal with Nazi war criminals in Canada. The issue has generated bitter feelings between the country's Jewish po","JOHN F. BURNS, Special to the New York Times",,1,,,The New York Times,"TORONTO, Jan. 6",Wednesday,NAZI ERA|WAR CRIMES AND CRIMINALS|JEWS,,,1592,OTTAWA WILL ACT ON NAZIS IN CANADA,,"LEAD: The Government of Prime Minister Brian Mulroney is expected to announce decisions soon on how it intends to deal with Nazi war criminals in Canada. The issue has generated bitter feelings between the country's Jewish population and some Eastern European groups, particularly Ukrainians.",CANADA,,Foreign Desk,"BURNS, JOHN F",,,,,,,World,,,5,JOHN F BURNS|BRIAN MULRONEY,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFDC1F31F934A35752C0A961948260,850,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001592.xml,"('POSITIVE', 0.8232799172401428)",POSITIVE,0.8232799172401428
,,,,,"LEAD: Excerpts from ''To Chain the Dog of War: The War Power of Congress in History and Law,'' by Edwin B. Firmage, a professor of law at the University of Utah, and Francis D. Wormuth, Distinguished Professor of Poitical Science at the University of Utah, recently published by Southern Methodist University Excerpts from ''To Chain the Dog of War: The War Power of Congress in History and Law,'' by Edwin B. Firmage, a professor of law at the University of Utah, and Francis D. Wormuth, Distinguished Professor",,,3,,,The New York Times,,Wednesday,,,,1593,'The War Power',WASHINGTON TALK: CAPITAL READING,"LEAD: Excerpts from ''To Chain the Dog of War: The War Power of Congress in History and Law,'' by Edwin B. Firmage, a professor of law at the University of Utah, and Francis D. Wormuth, Distinguished Professor of Poitical Science at the University of Utah, recently published by Southern Methodist University",UNITED STATES,,National Desk,,,,,,,,U.S.,,CONGRESS (US),18,EDWIN B FIRMAGE|FRANCIS D WORMUTH,19870107T000000,7,1,1987,A,,,,WASHINGTON TALK PAGE (NYT)|TO CHAING THE DOG OF WAR (BOOK),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4DB1F31F934A35752C0A961948260,375,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001593.xml,"('POSITIVE', 0.9829175472259521)",POSITIVE,0.9829175472259521
,,,,,"LEAD: Ray Floyd was the PGA Tour's rookie of the year in 1963 after earning $3,500 for his first victory, in the St. Petersburg Open, and $10,529 for the year. Wednesday, the 44-year-old Floyd, the 1986 United States Open champion, begins his 25th year on tour - a year in which the winner of the season's final tournament will make more than 100 times what Floyd made in his first victory. Ray Floyd was the PGA Tour's rookie of the year in 1963 after earning $3,500 for his first victory, in the St. Petersburg","GORDON S. WHITE Jr., Special to the New York Times",,1,,,The New York Times,"CARLSBAD, Calif., Jan. 6",Wednesday,GOLF,,,1594,"BIG TITLES, NOT BIG MONEY, DRIVE FLOYD",,"LEAD: Ray Floyd was the PGA Tour's rookie of the year in 1963 after earning $3,500 for his first victory, in the St. Petersburg Open, and $10,529 for the year. Wednesday, the 44-year-old Floyd, the 1986 United States Open champion, begins his 25th year on tour - a year in which the winner of the season's final tournament will make more than 100 times what Floyd made in his first victory.",,,Sports Desk,"WHITE, GORDON S JR",,,,,,,Sports,,,10,RAY FLOYD|GORDON S JR WHITE,19870107T000000,7,1,1987,B,,,,MONY TOURNAMENT OF CHAMPIONS (GOLF TOURNAMENT),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4D91F31F934A35752C0A961948260,627,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001594.xml,"('POSITIVE', 0.9988563656806946)",POSITIVE,0.9988563656806946
,,,,,LEAD: Indonesia's Foreign Minister says Moscow's efforts to extend its influence into the South Pacific may have been set back by the Reagan Administration's decision to ease a conflict with island nations over fishing rights by negotiating a treaty on the issue. Indonesia's Foreign Minister says Moscow's efforts to extend its influence into the South Pacific may have been set back by the Reagan Administration's decision to ease a conflict with island nations over fishing rights by negotiating a treaty on t,"BARBARA CROSSETTE, Special to the New York Times",,1,,,The New York Times,"JAKARTA, Indonesia, Jan. 6",Wednesday,"FISH AND OTHER MARINE LIFE|UNITED STATES INTERNATIONAL RELATIONS|FISHING, COMMERCIAL",,,1595,U.S. FISHING PACT WITH PACIFIC ISLANDS PRAISED,,LEAD: Indonesia's Foreign Minister says Moscow's efforts to extend its influence into the South Pacific may have been set back by the Reagan Administration's decision to ease a conflict with island nations over fishing rights by negotiating a treaty on the issue.,"INDONESIA, REPUBLIC OF|UNION OF SOVIET SOCIALIST REPUBLICS|FAR EAST, SOUTH AND SOUTHEAST ASIA AND PACIFIC AREAS",,Foreign Desk,"CROSSETTE, BARBARA",,,,,,,World; Washington,,,11,BARBARA CROSSETTE|MOCHTAR KUSUMAATMADJA|RONALD WILSON REAGAN,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3DF1630F934A35752C0A961948260,426,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001595.xml,"('NEGATIVE', 0.9970003366470337)",NEGATIVE,0.9970003366470337
